id,score,content,type,summary
Artifical Inellegence Act (AI Act) - Overview paragraph 53,0.721434712,"Aritifical Intelligence Act (AI Act) overview paragraph (53): It is appropriate that a specific natural or legal person, defined as the provider, takes the responsibility for the placing on the market or putting into service of a high-risk AI system, regardless of whether that natural or legal person is the person who designed or developed the system.",recital,"The Artificial Intelligence Act (AI Act) states that a particular individual or organization, referred to as the 'provider', should be responsible for introducing a high-risk AI system to the market or for its use. This is true even if the 'provider' is not the one who designed or developed the AI system. This law ensures that there's always a clear party accountable for any high-risk AI systems."
Digital Markets Act (DMA) - Article 4 Review of the status of gatekeeper,0.721419096,"Details of Article 4 Review of the status of gatekeeper in the Digital Markets Act (DMA): 1. The Commission may, upon request or on its own initiative, reconsider, amend or repeal at any moment a designation decision adopted pursuant to Article 3 for one of the following reasons: (a) there has been a substantial change in any of the facts on which the designation decision was based; (b) the designation decision was based on incomplete, incorrect or misleading information. 2. The Commission shall regularly, and at least every 3 years, review whether the gatekeepers continue to satisfy the requirements laid down in Article 3(1). That review shall also examine whether the list of core platform services of the gatekeeper which are individually an important gateway for business users to reach end users, as referred to in Article 3(1), point (b), needs to be amended. Those reviews shall have no suspending effect on the gatekeeper""s obligations. The Commission shall also examine at least every year whether new undertakings providing core platform services satisfy those requirements. Where the Commission, on the basis of the reviews pursuant to the first subparagraph, finds that the facts on which the designation of the undertakings providing core platform services as gatekeepers was based, have changed, it shall adopt a decision confirming, amending or repealing the designation decision. 3. The Commission shall publish and update a list of gatekeepers and the list of the core platform services for which they need to comply with the obligations laid down in Chapter III on an on-going basis.",article,"The Digital Markets Act (DMA) allows the Commission to review, amend, or repeal the status of a 'gatekeeper' (a dominant online platform). This can happen if there's a significant change in the circumstances that led to the initial designation, or if the original decision was based on incorrect or misleading information. The Commission will review the status of gatekeepers every three years, and also check annually for any new businesses that might qualify as gatekeepers. If the facts change, the Commission can confirm, change, or repeal the gatekeeper designation. The Commission will also maintain and update a list of gatekeepers and the services they provide, and the obligations they must meet under the DMA."
Digital Markets Act (DMA) - Definition of end user,0.721417,"Details of the Definition of end user in the Digital Markets Act (DMA): ""end user"" means any natural or legal person using core platform services other than as a business user;",rectial,"The Digital Markets Act (DMA) has defined the term ""end user"". According to the DMA, an ""end user"" is anyone, whether an individual or a company, who uses core platform services for purposes other than business. This means if you're using these services for personal, non-commercial reasons, you're considered an ""end user"" under this law."
General Data Protection Regulation (GDPR) - Contextual Paragraph (139),0.721405387,"Details of the Contextual Paragraph (139) in the General Data Protection Regulation (GDPR): In order to promote the consistent application of this Regulation, the Board should be set up as an independent body of the Union. To fulfil its objectives, the Board should have legal personality. The Board should be represented by its Chair. It should replace the Working Party on the Protection of Individuals with Regard to the Processing of Personal Data established by Directive 95/46/EC. It should consist of the head of a supervisory authority of each Member State and the European Data Protection Supervisor or their respective representatives. The Commission should participate in the Board's activities without voting rights and the European Data Protection Supervisor should have specific voting rights. The Board should contribute to the consistent application of this Regulation throughout the Union, including by advising the Commission, in particular on the level of protection in third countries or international organisations, and promoting cooperation of the supervisory authorities throughout the Union. The Board should act independently when performing its tasks.",recital,"The General Data Protection Regulation (GDPR) has introduced a new independent body called the Board. This Board replaces the previous Working Party on the Protection of Individuals with regard to the Processing of Personal Data. It's made up of heads of supervisory authorities from each Member State and the European Data Protection Supervisor. The Board's role is to ensure the GDPR is consistently applied across the Union. It will advise the Commission, especially on data protection matters in third countries or international organizations, and promote cooperation among supervisory authorities across the Union. The Board will act independently in performing its tasks."
General Data Protection Regulation (GDPR) - Article 23 Restrictions,0.72134006,"Details of Article 23 Restrictions in the General Data Protection Regulation (GDPR): 1. Union or Member State law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for in Articles 12 to 22 and Article 34, as well as Article 5 in so far as its provisions correspond to the rights and obligations provided for in Articles 12 to 22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard: (a) national security; (b) defence; (c) public security; (d) the prevention, investigation, detection or prosecution of criminal offences or the execution of criminal penalties, including the safeguarding against and the prevention of threats to public security; (e) other important objectives of general public interest of the Union or of a Member State, in particular an important economic or financial interest of the Union or of a Member State, including monetary, budgetary and taxation a matters, public health and social security; (f) the protection of judicial independence and judicial proceedings; (g) the prevention, investigation, detection and prosecution of breaches of ethics for regulated professions; (h) a monitoring, inspection or regulatory function connected, even occasionally, to the exercise of official authority in the cases referred to in points (a) to (e) and (g); (i) the protection of the data subject or the rights and freedoms of others; (j) the enforcement of civil law claims. 2. In particular, any legislative measure referred to in paragraph 1 shall contain specific provisions at least, where relevant, as to: (a) the purposes of the processing or categories of processing; (b) the categories of personal data; (c) the scope of the restrictions introduced; (d) the safeguards to prevent abuse or unlawful access or transfer; (e) the specification of the controller or categories of controllers; (f) the storage periods and the applicable safeguards taking into account the nature, scope and purposes of the processing or categories of processing; (g) the risks to the rights and freedoms of data subjects; and (h) the right of data subjects to be informed about the restriction, unless that may be prejudicial to the purpose of the restriction.",article,"Article 23 of the General Data Protection Regulation (GDPR) allows for restrictions on data rights and obligations under certain conditions. These restrictions can be imposed by Union or Member State law, and must respect fundamental rights and freedoms. They must also be necessary for the protection of national security, defence, public security, and other public interests. These restrictions can also be applied for the prevention and prosecution of criminal offences, protection of judicial proceedings, and enforcement of civil law claims. Any law imposing such restrictions must clearly specify the purpose, the types of personal data involved, the extent of the restrictions, safeguards against abuse, the data controller, storage periods, risks to data subjects, and their right to be informed about the restriction."
General Data Protection Regulation (GDPR) - Definition of group of undertakings,0.721333086,"Details of the Definition of group of undertakings in the General Data Protection Regulation (GDPR): ""group of undertakings"" means a controlling undertaking and its controlled undertakings;",recital,"The General Data Protection Regulation (GDPR) introduces a term called ""group of undertakings"". This refers to a main company (controlling undertaking) and its subsidiaries (controlled undertakings). Essentially, it's a way to describe a larger corporation and all the smaller companies it owns or controls. This is important for data privacy as it helps clarify who is responsible for protecting personal data within a corporate group."
California Consumer Privacy Act Regulations (CCPA) - Article 6. Non-Discrimination -  999.336 Discriminatory Practices,0.721280932,"Details of Article 6. Non-Discrimination - § 999.336 Discriminatory Practices in the California Consumer Privacy Act Regulations (CCPA): (a) A financial incentive or a price or service difference is discriminatory, and therefore prohibited by Civil Code section 1798.125, if the business treats a consumer differently because the consumer exercised a right conferred by the CCPA or these regulations. (b) A business may offer a financial incentive or price or service difference if it is reasonably related to the value of the consumer’s data. If a business is unable to calculate a good-faith estimate of the value of the consumer’s data or cannot show that the financial incentive or price or service difference is reasonably related to the value of the consumer’s data, that business shall not offer the financial incentive or price or service difference. (c) A business’s denial of a consumer’s request to know, request to delete, or request to opt-out for reasons permitted by the CCPA or these regulations shall not be considered discriminatory. (d) Illustrative examples follow: (1) Example 1: A music streaming business offers a free service as well as a premium service that costs $5 per month. If only the consumers who pay for the music streaming service are allowed to opt-out of the sale of their personal information, then the practice is discriminatory, unless the $5-per-month payment is reasonably related to the value of the consumer’s data to the business. (2) Example 2: A clothing business offers a loyalty program whereby customers receive a $5-off coupon by email after spending $100 with the business. A consumer submits a request to delete all personal information the business has collected about them but also informs the business that they want to continue to participate in the loyalty program. The business may deny their request to delete with regard to their email address and the amount the consumer has spent with the business because that information is necessary for the business to provide the loyalty program requested by the consumer and is reasonably anticipated within the context of the business’s ongoing relationship with them pursuant to Civil Code section 1798.105, subdivision (d)(1). (3) Example 3: A grocery store offers a loyalty program whereby consumers receive coupons and special discounts when they provide their phone numbers. A consumer submits a request to opt-out of the sale of their personal information. The retailer complies with their request but no longer allows the consumer to participate in the loyalty program. This practice is discriminatory unless the grocery store can demonstrate that the value of the coupons and special discounts are reasonably related to the value of the consumer’s data to the business. (4) Example 4: An online bookseller collects information about consumers, including their email addresses. It offers coupons to consumers through browser pop-up windows while the consumer uses the bookseller’s website. A consumer submits a request to delete all personal information that the bookseller has collected about them, including their email address and their browsing and purchasing history. The bookseller complies with the request but stops providing the periodic coupons to the consumer. The bookseller’s failure to provide coupons is discriminatory unless the value of the coupons is reasonably related to the value provided to the business by the consumer’s data. The bookseller may not deny the consumer’s request to delete with regard to the email address because the email address is not necessary to provide the coupons or reasonably aligned with the expectations of the consumer based on the consumer’s relationship with the business. (e) A business shall notify consumers of any financial incentive or price or service difference subject to Civil Code section 1798.125 that it offers in accordance with section 999.307. (f) A business’s charging of a reasonable fee pursuant to Civil Code section 1798.145, subdivision (i)(3), shall not be considered a financial incentive subject to these regulations. (g) A price or service difference that is the direct result of compliance with a state or federal law shall not be considered discriminatory.",article,"The California Consumer Privacy Act (CCPA) prohibits businesses from treating consumers differently if they exercise their rights under the CCPA. This includes offering financial incentives or service differences based on the value of a consumer's data. If a business can't estimate the value of a consumer's data or show that the incentive or service difference is related to that value, they can't offer it. Denying a consumer's request to know, delete, or opt-out for reasons allowed by the CCPA isn't considered discriminatory. Businesses must also notify consumers of any financial incentives or service differences they offer. Charging a reasonable fee isn't considered a financial incentive. Any price or service difference resulting from compliance with state or federal law isn't considered discriminatory."
Digital Services Act (DSA) - Article 28 Online protection of minors,0.721271515,"Article 28 Online protection of minors in the Digital Services Act (DSA):  1.   Providers of online platforms accessible to minors shall put in place appropriate and proportionate measures to ensure a high level of privacy, safety, and security of minors, on their service.
2.   Providers of online platform shall not present advertisements on their interface based on profiling as defined in Article 4, point (4), of Regulation (EU) 2016/679 using personal data of the recipient of the service when they are aware with reasonable certainty that the recipient of the service is a minor.
3.   Compliance with the obligations set out in this Article shall not oblige providers of online platforms to process additional personal data in order to assess whether the recipient of the service is a minor.
4.   The Commission, after consulting the Board, may issue guidelines to assist providers of online platforms in the application of paragraph 1.",article,"The Digital Services Act (DSA) has introduced a new law, Article 28, for the online protection of minors. It requires online platforms to take appropriate measures to ensure minors' privacy, safety, and security. The law also prohibits these platforms from showing ads based on profiling using personal data when they reasonably know the user is a minor. However, the law doesn't require platforms to collect additional personal data to determine if a user is a minor. The Commission may issue guidelines to help online platforms implement these measures."
Digital Markets Act (DMA) - Contextual Paragraph (15),0.721268833,"Details of the Contextual Paragraph (15) in the Digital Markets Act (DMA): The fact that a digital service qualifies as a core platform service does not in itself give rise to sufficiently serious concerns of contestability or unfair practices. It is only when a core platform service constitutes an important gateway and is operated by an undertaking with a significant impact in the internal market and an entrenched and durable position, or by an undertaking that will foreseeably enjoy such a position in the near future, that such concerns arise. Accordingly, the targeted set of harmonised rules in this Regulation should apply only to undertakings designated on the basis of those three objective criteria, and they should only apply to those of their core platform services that individually constitute an important gateway for business users to reach end users. The fact that it is possible that an undertaking providing core platform services not only intermediates between business users and end users, but also between end users and end users, for example in the case of number-independent interpersonal communications services, should not preclude the conclusion that such an undertaking is or could be an important gateway for business users to reach end users.",rectial,"The Digital Markets Act (DMA) states that not all digital services are automatically considered problematic or unfair. Concerns only arise when a service acts as a key access point, is run by a company with a significant market impact and a strong, lasting position, or a company expected to have such a position soon. The DMA's rules apply only to companies that meet these criteria, and only to their services that serve as a crucial access point for businesses to reach consumers. Even if a company's service also connects consumers to other consumers, it can still be considered a key access point for businesses."
Digital Services Act (DSA) - Article 12 Points of contact for recipients of the service,0.72123903,"Article 12 Points of contact for recipients of the service in the Digital Services Act (DSA):  1.   Providers of intermediary services shall designate a single point of contact to enable recipients of the service to communicate directly and rapidly with them, by electronic means and in a user-friendly manner, including by allowing recipients of the service to choose the means of communication, which shall not solely rely on automated tools.
2.   In addition to the obligations provided under Directive 2000/31/EC, providers of intermediary services shall make public the information necessary for the recipients of the service in order to easily identify and communicate with their single points of contact. That information shall be easily accessible, and shall be kept up to date.",article,"The Digital Services Act (DSA) requires online service providers to establish a single, user-friendly point of contact for their customers. This contact point should be accessible through various electronic means, not just automated tools. The DSA also mandates these providers to publicly share information needed for customers to easily identify and communicate with these contact points. This information must be easily accessible and regularly updated."
California Consumer Privacy Act Regulations (CCPA) - Article 4. Verification of Requests -  999.324 Verification for Password-Protected Accounts,0.7212286,"Details of Article 4. Verification of Requests - § 999.324 Verification for Password-Protected Accounts in the California Consumer Privacy Act Regulations (CCPA): (a) If a business maintains a password-protected account with the consumer, the business may verify the consumer’s identity through the business’s existing authentication practices for the consumer’s account, provided that the business follows the requirements in section 999.323. The business shall also require a consumer to re-authenticate themself before disclosing or deleting the consumer’s data. (b) If a business suspects fraudulent or malicious activity on or from the password-protected account, the business shall not comply with a consumer’s request to know or request to delete until further verification procedures determine that the consumer request is authentic and the consumer making the request is the person about whom the business has collected information. The business may use the procedures set forth in section 999.325 to further verify the identity of the consumer.",article,"The California Consumer Privacy Act Regulations (CCPA) has a new section, Article 4. Verification of Requests. This section states that if a business has a password-protected account with a customer, they can confirm the customer's identity using their existing account verification processes. However, the business must also ask the customer to verify their identity again before sharing or deleting their data. If the business suspects any fraudulent or harmful activity on the account, they should not fulfill any requests to access or delete data until they have further confirmed the customer's identity. The business can use the methods outlined in section 999.325 to do this additional verification."
General Data Protection Regulation (GDPR) - Article 51 Supervisory authority,0.721222401,"Details of Article 51 Supervisory authority in the General Data Protection Regulation (GDPR): 1. Each Member State shall provide for one or more independent public authorities to be responsible for monitoring the application of this Regulation, in order to protect the fundamental rights and freedoms of natural persons in relation to processing and to facilitate the free flow of personal data within the Union (‘supervisory authority’). 2. Each supervisory authority shall contribute to the consistent application of this Regulation throughout the Union. For that purpose, the supervisory authorities shall cooperate with each other and the Commission in accordance with Chapter VII. 3. Where more than one supervisory authority is established in a Member State, that Member State shall designate the supervisory authority which is to represent those authorities in the Board and shall set out the mechanism to ensure compliance by the other authorities with the rules relating to the consistency mechanism referred to in Article 63. 4. Each Member State shall notify to the Commission the provisions of its law which it adopts pursuant to this Chapter, by 25 May 2018 and, without delay, any subsequent amendment affecting them.",article,"Article 51 of the General Data Protection Regulation (GDPR) requires each member state to have one or more independent authorities to monitor the application of the GDPR. These authorities are tasked with protecting individuals' rights and freedoms regarding data processing, and ensuring the free flow of personal data within the EU. They are also required to cooperate with each other and the Commission to ensure the GDPR is applied consistently across the EU. If a member state has more than one supervisory authority, it must designate one to represent the others on the Board and ensure compliance with consistency rules. Each member state must notify the Commission of any laws they adopt related to this by 25 May 2018, and any subsequent changes."
General Data Protection Regulation (GDPR) - Article 29 Processing under the authority of the controller or processor,0.721162856,"Details of Article 29 Processing under the authority of the controller or processor in the General Data Protection Regulation (GDPR): The processor and any person acting under the authority of the controller or of the processor, who has access to personal data, shall not process those data except on instructions from the controller, unless required to do so by Union or Member State law.",article,"Article 29 of the General Data Protection Regulation (GDPR) states that anyone who has access to personal data, whether they are the processor or someone acting under the authority of the controller or processor, can only process that data based on instructions from the controller. The only exception to this rule is if they are legally required to process the data by Union or Member State law."
General Data Protection Regulation (GDPR) - Contextual Paragraph (171),0.721151,"Details of the Contextual Paragraph (171) in the General Data Protection Regulation (GDPR): Directive 95/46/EC should be repealed by this Regulation. Processing already under way on the date of application of this Regulation should be brought into conformity with this Regulation within the period of two years after which this Regulation enters into force. Where processing is based on consent pursuant to Directive 95/46/EC, it is not necessary for the data subject to give his or her consent again if the manner in which the consent has been given is in line with the conditions of this Regulation, so as to allow the controller to continue such processing after the date of application of this Regulation. Commission decisions adopted and authorisations by supervisory authorities based on Directive 95/46/EC remain in force until amended, replaced or repealed.",recital,"The General Data Protection Regulation (GDPR) will replace Directive 95/46/EC. All ongoing data processing must comply with the new GDPR within two years of its enforcement. If the data subject has already given consent under the old directive and it aligns with the new GDPR, they don't need to give consent again. All decisions and authorizations based on the old directive will remain valid until they are changed or repealed."
Digital Services Act (DSA) - Article 33 Very large online platforms and very large online search engines,0.721147954,"Article 33 Very large online platforms and very large online search engines in the Digital Services Act (DSA):  1.   This Section shall apply to online platforms and online search engines which have a number of average monthly active recipients of the service in the Union equal to or higher than 45 million, and which are designated as very large online platforms or very large online search engines pursuant to paragraph 4.

2.   The Commission shall adopt delegated acts in accordance with Article 87 to adjust the number of average monthly active recipients of the service in the Union referred to in paragraph 1, where the Union's population increases or decreases at least by 5 % in relation to its population in 2020 or its population after adjustment by means of a delegated act in the year in which the latest delegated act was adopted. In such a case, it shall adjust the number so that it corresponds to 10 % of the Union's population in the year in which it adopts the delegated act, rounded up or down to allow the number to be expressed in millions.

3.   The Commission may adopt delegated acts in accordance with Article 87, after consulting the Board, to supplement the provisions of this Regulation by laying down the methodology for calculating the number of average monthly active recipients of the service in the Union, for the purposes of paragraph 1 of this Article and Article 24(2), ensuring that the methodology takes account of market and technological developments.

4.   The Commission shall, after having consulted the Member State of establishment or after taking into account the information provided by the Digital Services Coordinator of establishment pursuant to Article 24(4), adopt a decision designating as a very large online platform or a very large online search engine for the purposes of this Regulation the online platform or the online search engine which has a number of average monthly active recipients of the service equal to or higher than the number referred to in paragraph 1 of this Article. The Commission shall take its decision on the basis of data reported by the provider of the online platform or of the online search engine pursuant to Article 24(2), or information requested pursuant to Article 24(3) or any other information available to the Commission.

The failure by the provider of the online platform or of the online search engine to comply with Article 24(2) or to comply with the request by the Digital Services Coordinator of establishment or by the Commission pursuant to Article 24(3) shall not prevent the Commission from designating that provider as a provider of a very large online platform or of a very large online search engine pursuant to this paragraph.

Where the Commission bases its decision on other information available to the Commission pursuant to the first subparagraph of this paragraph or on the basis of additional information requested pursuant to Article 24(3), the Commission shall give the provider of the online platform or of the online search engine concerned 10 working days in which to submit its views on the Commission's preliminary findings and on its intention to designate the online platform or the online search engine as a very large online platform or as a very large online search engine, respectively. The Commission shall take due account of the views submitted by the provider concerned.

The failure of the provider of the online platform or of the online search engine concerned to submit its views pursuant to the third subparagraph shall not prevent the Commission from designating that online platform or that online search engine as a very large online platform or as a very large online search engine, respectively, based on other information available to it.

5.   The Commission shall terminate the designation if, during an uninterrupted period of one year, the online platform or the online search engine does not have a number of average monthly active recipients of the service equal to or higher than the number referred to in paragraph 1.

6.   The Commission shall notify its decisions pursuant to paragraphs 4 and 5, without undue delay, to the provider of the online platform or of the online search engine concerned, to the Board and to the Digital Services Coordinator of establishment.

The Commission shall ensure that the list of designated very large online platforms and very large online search engines is published in the Official Journal of the European Union, and shall keep that list up to date. The obligations set out in this Section shall apply, or cease to apply, to the very large online platforms and very large online search engines concerned from four months after the notification to the provider concerned referred to in the first subparagraph.",article,"The Digital Services Act (DSA) applies to online platforms and search engines with more than 45 million average monthly users in the European Union. The Commission can adjust this number if the EU's population changes by at least 5%. The Commission can also determine how to calculate the number of users, taking into account market and technological changes. If a platform or search engine meets the user threshold, the Commission can designate it as a ""very large online platform"" or ""very large online search engine."" This designation can be made even if the platform or search engine does not provide requested data. If the platform or search engine falls below the user threshold for a year, the Commission can remove the designation. The Commission will notify the platform or search engine, publish the list of designations, and update it regularly. The obligations under the DSA apply four months after notification."
Artifical Inellegence Act (AI Act) - Overview paragraph 49,0.721141696,"Aritifical Intelligence Act (AI Act) overview paragraph (49): High-risk AI systems should perform consistently throughout their lifecycle and meet an appropriate level of accuracy, robustness and cybersecurity in accordance with the generally acknowledged state of the art. The level of accuracy and accuracy metrics should be communicated to the users.",recital,"The Artificial Intelligence Act (AI Act) states that high-risk AI systems must perform reliably and consistently throughout their use. They should also meet high standards of accuracy, strength, and cybersecurity based on current best practices. The accuracy of these systems should be clearly communicated to users."
Artifical Inellegence Act (AI Act) - Overview paragraph 89,0.721101,Aritifical Intelligence Act (AI Act) overview paragraph (89): The European Data Protection Supervisor and the European Data Protection Board were consulted in accordance with Article 42(2) of Regulation (EU) 2018/1725 and delivered an opinion on […]”.,recital,The Artificial Intelligence Act (AI Act) is a new law that has been reviewed and given an opinion on by the European Data Protection Supervisor and the European Data Protection Board. These two entities were consulted as per the requirements of Article 42(2) of Regulation (EU) 2018/1725. This process ensures that the AI Act respects data protection standards and regulations in the European Union.
General Data Protection Regulation (GDPR) - Contextual Paragraph (93),0.721074939,"Details of the Contextual Paragraph (93) in the General Data Protection Regulation (GDPR): In the context of the adoption of the Member State law on which the performance of the tasks of the public authority or public body is based and which regulates the specific processing operation or set of operations in question, Member States may deem it necessary to carry out such assessment prior to the processing activities.",recital,The General Data Protection Regulation (GDPR) includes a section (Paragraph 93) that allows countries in the European Union to assess and regulate how public authorities or bodies handle personal data before they start processing it. This is to ensure that these bodies follow the specific laws of their country when handling personal data.
Artifical Inellegence Act (AI Act) - Article 70,0.721035898,"Aritifical Intelligence Act (AI Act) Article 70 Confidentiality:

1.National competent authorities and notified bodies involved in the application of this Regulation shall respect the confidentiality of information and data obtained in carrying out their tasks and activities in such a manner as to protect, in particular:

(a)intellectual property rights, and confidential business information or trade secrets of a natural or legal person, including source code, except the cases referred to in Article 5 of Directive 2016/943 on the protection of undisclosed know-how and business information (trade secrets) against their unlawful acquisition, use and disclosure apply.

(b)the effective implementation of this Regulation, in particular for the purpose of inspections, investigations or audits;(c) public and national security interests;

(c)integrity of criminal or administrative proceedings.

2.Without prejudice to paragraph 1, information exchanged on a confidential basis between the national competent authorities and between national competent authorities and the Commission shall not be disclosed without the prior consultation of the originating national competent authority and the user when high-risk AI systems referred to in points 1, 6 and 7 of Annex III are used by law enforcement, immigration or asylum authorities, when such disclosure would jeopardise public and national security interests.

When the law enforcement, immigration or asylum authorities are providers of high-risk AI systems referred to in points 1, 6 and 7 of Annex III, the technical documentation referred to in Annex IV shall remain within the premises of those authorities. Those authorities shall ensure that the market surveillance authorities referred to in Article 63(5) and (6), as applicable, can, upon request, immediately access the documentation or obtain a copy thereof. Only staff of the market surveillance authority holding the appropriate level of security clearance shall be allowed to access that documentation or any copy thereof.

3.Paragraphs 1 and 2 shall not affect the rights and obligations of the Commission, Member States and notified bodies with regard to the exchange of information and the dissemination of warnings, nor the obligations of the parties concerned to provide information under criminal law of the Member States.

4.The Commission and Member States may exchange, where necessary, confidential information with regulatory authorities of third countries with which they have concluded bilateral or multilateral confidentiality arrangements guaranteeing an adequate level of confidentiality.",article,"The Artificial Intelligence Act (AI Act) Article 70 focuses on confidentiality. It requires national authorities and notified bodies to protect confidential information, including intellectual property and trade secrets, during their duties. This confidentiality is also important for inspections, investigations, audits, and maintaining public and national security. Confidential information exchanged between national authorities should not be disclosed without prior consultation, especially when high-risk AI systems are used by law enforcement or immigration authorities. If these authorities provide high-risk AI systems, their technical documentation should remain within their premises but be accessible to market surveillance authorities upon request. The article does not affect the rights and obligations of the Commission, Member States, and notified bodies in exchanging information and warnings. The Commission and Member States may also exchange confidential information with regulatory authorities of other countries, given adequate confidentiality arrangements are in place."
Digital Services Act (DSA) - Contextual paragraph (8),0.721030176,"Details of the contextual paragraph (8) of the Digital Services Act (DSA): Such a substantial connection to the Union should be considered to exist where the service provider has an establishment in the Union or, in the absence of such an establishment, where the number of recipients of the service in one or more Member States is significant in relation to the population thereof, or on the basis of the targeting of activities towards one or more Member States. The targeting of activities towards one or more Member States can be determined on the basis of all relevant circumstances, including factors such as the use of a language or a currency generally used in that Member State, or the possibility of ordering products or services, or the use of a relevant top-level domain. The targeting of activities towards a Member State could also be derived from the availability of an application in the relevant national application store, from the provision of local advertising or advertising in a language used in that Member State, or from the handling of customer relations such as by providing customer service in a language generally used in that Member State. A substantial connection should also be assumed where a service provider directs its activities to one or more Member States within the meaning of Article 17(1), point (c), of Regulation (EU) No 1215/2012 of the European Parliament and of the Council (6). In contrast, mere technical accessibility of a website from the Union cannot, on that ground alone, be considered as establishing a substantial connection to the Union.",recital,"The Digital Services Act (DSA) establishes that a service provider has a significant connection to the European Union (EU) if it has an establishment in the EU, or if it has a large number of users in one or more EU countries. This connection can also be determined by whether the provider targets its services to one or more EU countries. This can be shown by factors such as using a language or currency common in that country, offering products or services, or using a relevant domain. The availability of an app in a national app store, local advertising, or customer service in the local language can also indicate targeting. However, just because a website can be accessed from the EU doesn't mean it has a significant connection to the EU."
Artifical Inellegence Act (AI Act) - Overview paragraph 10,0.72102648,"Aritifical Intelligence Act (AI Act) overview paragraph (10): In order to ensure a level playing field and an effective protection of rights and freedoms of individuals across the Union, the rules established by this Regulation should apply to providers of AI systems in a non-discriminatory manner, irrespective of whether they are established within the Union or in a third country, and to users of AI systems established within the Union.",recital,"The Artificial Intelligence Act (AI Act) is a new law that aims to protect people's rights and freedoms when it comes to the use of artificial intelligence (AI). It applies to all providers of AI systems, regardless of where they are located, and to any users of AI systems based in the Union. This means that everyone must follow the same rules, ensuring fairness and non-discrimination."
Digital Markets Act (DMA) - Contextual Paragraph (71),0.72099191,"Details of the Contextual Paragraph (71) in the Digital Markets Act (DMA): To ensure the effectiveness of the review of gatekeeper status, as well as the possibility to adjust the list of core platform services provided by a gatekeeper, the gatekeepers should inform the Commission of all of their intended acquisitions, prior to their implementation, of other undertakings providing core platform services or any other services provided within the digital sector or other services that enable the collection of data. Such information should not only serve the review process regarding the status of individual gatekeepers, but will also provide information that is crucial to monitoring broader contestability trends in the digital sector and can therefore be a useful factor for consideration in the context of the market investigations provided for by this Regulation. Furthermore, the Commission should inform Member States of such information, given the possibility of using the information for national merger control purposes and as, under certain circumstances, it is possible for the national competent authority to refer those acquisitions to the Commission for the purposes of merger control. The Commission should also publish annually a list of acquisitions of which it has been informed by the gatekeeper. To ensure the necessary transparency and usefulness of such information for different purposes provided for by this Regulation, gatekeepers should provide at least information about the undertakings concerned by the concentration, their Union and worldwide annual turnover, their field of activity, including activities directly related to the concentration, the transaction value or an estimation thereof, a summary of the concentration, including its nature and rationale, as well as a list of the Member States concerned by the operation.",rectial,"The Digital Markets Act (DMA) requires large online platforms, known as gatekeepers, to inform the European Commission about any planned acquisitions before they take place. This includes companies that provide core platform services or any services that collect data. This information helps the Commission monitor competition in the digital sector and can be used in market investigations. The Commission will also share this information with EU Member States for their national merger control purposes. Furthermore, the Commission will publish a yearly list of acquisitions reported by the gatekeepers. The gatekeepers must provide details about the companies involved in the acquisition, their annual turnover, their activities, the value of the transaction, a summary of the acquisition, and a list of the affected Member States."
Digital Markets Act (DMA) - Article 10 Exemption for grounds of public health and public security,0.720953286,"Details of Article 10 Exemption for grounds of public health and public security in the Digital Markets Act (DMA): 1. The Commission may, acting on a reasoned request by a gatekeeper or on its own initiative, adopt an implementing act setting out its decision, to exempt that gatekeeper, in whole or in part, from a specific obligation laid down in Article 5, 6 or 7 in relation to a core platform service listed in the designation decision pursuant to Article 3(9), where such exemption is justified on the grounds set out in paragraph 3 of this Article (""the exemption decision""). The Commission shall adopt the exemption decision within 3 months after receiving a complete reasoned request and shall provide a reasoned statement explaining the grounds for the exemption. That implementing act shall be adopted in accordance with the advisory procedure referred to in Article 50(2). 2. Where an exemption is granted pursuant to paragraph 1, the Commission shall review its exemption decision if the ground for the exemption no longer exists or at least every year. Following such a review, the Commission shall either wholly or partially lift the exemption, or decide that the conditions of paragraph 1 continue to be met. 3. An exemption pursuant to paragraph 1 may only be granted on grounds of public health or public security. 4. In cases of urgency, the Commission may, acting on a reasoned request by a gatekeeper or on its own initiative, provisionally suspend the application of a specific obligation referred to in paragraph 1 to one or more individual core platform services already prior to the decision pursuant to that paragraph. Such a request may be made and granted at any time pending the assessment of the Commission pursuant to paragraph 1. 5. In assessing the request referred to in paragraphs 1 and 4, the Commission shall take into account, in particular, the impact of the compliance with the specific obligation on the grounds in paragraph 3, as well as the effects on the gatekeeper concerned and on third parties. The Commission may subject the suspension to conditions and obligations in order to ensure a fair balance between the goals pursued by the grounds in paragraph 3 and the objectives of this Regulation.",article,"The Digital Markets Act (DMA) Article 10 allows the Commission to exempt a digital platform (gatekeeper) from certain obligations under Articles 5, 6 or 7 if it's necessary for public health or security. The Commission can initiate this exemption or it can be requested by the gatekeeper. A detailed explanation must be provided for the exemption, which should be decided within three months of the request. The exemption can be reviewed and possibly lifted annually or if the reason for it no longer exists. In urgent situations, the Commission can temporarily suspend a gatekeeper's obligations before making a formal decision. The Commission must consider the impact of the obligation on public health or security, the gatekeeper, and third parties when making its decision."
